datetime,open,high,low,close,volume
2024-01-17 09:15:00+05:30,71998.93,72477.82,71757.54,72282.22,0
2024-01-17 10:15:00+05:30,72283.45,72285.39,72034.05,72078.4,0
2024-01-17 11:15:00+05:30,72074.48,72114.16,71723.09,71862.08,0
2024-01-17 12:15:00+05:30,71868.04,71922.1,71688.59,71702.84,0
2024-01-17 13:15:00+05:30,71701.32,71849.07,71644.03,71788.78,0
2024-01-17 14:15:00+05:30,71790.55,71800.51,71434.6,71584.69,0
2024-01-17 15:15:00+05:30,71579.2,71592.88,71455.84,71499.85,0
2024-01-18 09:15:00+05:30,71018.86,71189.5,70667.82,71004.6,0
2024-01-18 10:15:00+05:30,71003.96,71292.26,70893.7,71283.07,0
2024-01-18 11:15:00+05:30,71283.62,71415.92,71139.45,71406.8,0
2024-01-18 12:15:00+05:30,71410.53,71451.29,71091.68,71152.0,0
2024-01-18 13:15:00+05:30,71151.13,71203.14,71052.61,71149.18,0
2024-01-18 14:15:00+05:30,71149.11,71254.3,71012.42,71183.85,0
2024-01-18 15:15:00+05:30,71183.55,71259.33,71149.42,71235.86,0
2024-01-19 09:15:00+05:30,71786.74,71876.83,71649.88,71784.54,0
2024-01-19 10:15:00+05:30,71783.8,71895.64,71580.6,71604.63,0
2024-01-19 11:15:00+05:30,71607.52,71718.92,71542.74,71646.36,0
2024-01-19 12:15:00+05:30,71640.06,71736.67,71553.52,71735.49,0
2024-01-19 13:15:00+05:30,71740.34,71762.62,71565.77,71598.16,0
2024-01-19 14:15:00+05:30,71600.44,71778.91,71575.07,71677.15,0
2024-01-19 15:15:00+05:30,71680.0,71762.97,71670.23,71722.49,0
2024-01-20 09:15:00+05:30,72008.3,72026.26,71614.58,71724.93,0
2024-01-20 10:15:00+05:30,71725.44,71910.39,71719.71,71797.16,0
2024-01-20 11:15:00+05:30,71796.91,71814.39,71664.76,71723.38,0
2024-01-20 12:15:00+05:30,71720.26,71769.42,71501.06,71753.7,0
2024-01-20 13:15:00+05:30,71753.1,71802.55,71602.49,71622.05,0
2024-01-20 14:15:00+05:30,71624.76,71642.6,71314.72,71461.91,0
2024-01-20 15:15:00+05:30,71466.51,71510.91,71431.59,71507.18,0
2024-01-23 09:15:00+05:30,71868.2,72039.2,71638.26,71734.98,0
2024-01-23 10:15:00+05:30,71739.37,71806.25,71265.31,71381.98,0
2024-01-23 11:15:00+05:30,71383.37,71406.76,70786.8,70836.64,0
2024-01-23 12:15:00+05:30,70834.58,70969.62,70690.83,70748.3,0
2024-01-23 13:15:00+05:30,70746.3,70805.05,70592.75,70617.22,0
2024-01-23 14:15:00+05:30,70618.47,70624.65,70235.85,70384.73,0
2024-01-23 15:15:00+05:30,70378.3,70505.08,70361.07,70395.41,0
2024-01-24 09:15:00+05:30,70165.49,70874.72,70006.91,70632.41,0
2024-01-24 10:15:00+05:30,70636.93,70906.18,70636.93,70786.92,0
2024-01-24 11:15:00+05:30,70784.61,70838.62,70318.09,70379.6,0
2024-01-24 12:15:00+05:30,70382.31,70655.08,70241.55,70539.8,0
2024-01-24 13:15:00+05:30,70541.8,70703.64,70485.58,70656.92,0
2024-01-24 14:15:00+05:30,70657.5,71064.83,70572.44,71064.42,0
2024-01-24 15:15:00+05:30,71063.66,71148.91,71050.15,71067.87,0
2024-01-25 09:15:00+05:30,71022.1,71049.46,70622.71,70740.98,0
2024-01-25 10:15:00+05:30,70735.4,70745.63,70327.4,70390.08,0
2024-01-25 11:15:00+05:30,70390.36,70742.88,70374.72,70511.7,0
2024-01-25 12:15:00+05:30,70511.76,70537.39,70319.04,70445.24,0
2024-01-25 13:15:00+05:30,70445.39,70537.33,70361.39,70447.93,0
2024-01-25 14:15:00+05:30,70445.94,70710.53,70325.87,70645.82,0
2024-01-25 15:15:00+05:30,70649.31,70849.46,70637.35,70751.21,0
2024-01-29 09:15:00+05:30,70968.1,71452.89,70880.54,71397.88,0
2024-01-29 10:15:00+05:30,71397.23,71589.04,71388.32,71557.69,0
2024-01-29 11:15:00+05:30,71556.28,71694.33,71414.05,71683.64,0
2024-01-29 12:15:00+05:30,71683.08,71865.92,71660.62,71834.69,0
2024-01-29 13:15:00+05:30,71834.97,71964.45,71703.19,71885.99,0
2024-01-29 14:15:00+05:30,71885.47,71977.33,71770.03,71930.55,0
2024-01-29 15:15:00+05:30,71928.45,72008.28,71899.06,71911.94,0
2024-01-30 09:15:00+05:30,72000.2,72139.79,71751.57,71937.44,0
2024-01-30 10:15:00+05:30,71930.54,71953.2,71573.93,71635.42,0
2024-01-30 11:15:00+05:30,71631.84,71806.28,71586.01,71732.58,0
2024-01-30 12:15:00+05:30,71728.82,71736.59,71573.54,71605.7,0
2024-01-30 13:15:00+05:30,71600.03,71681.83,71488.03,71593.55,0
2024-01-30 14:15:00+05:30,71592.72,71607.73,71077.76,71170.07,0
2024-01-30 15:15:00+05:30,71172.25,71200.93,71123.17,71183.09,0
2024-01-31 09:15:00+05:30,71073.04,71424.55,70847.89,71414.86,0
2024-01-31 10:15:00+05:30,71414.74,71679.6,71357.64,71632.02,0
2024-01-31 11:15:00+05:30,71627.02,71850.88,71593.48,71781.09,0
2024-01-31 12:15:00+05:30,71780.22,71810.85,71557.42,71691.49,0
2024-01-31 13:15:00+05:30,71690.59,71744.05,71563.19,71653.66,0
2024-01-31 14:15:00+05:30,71648.15,71797.79,71550.73,71765.74,0
2024-01-31 15:15:00+05:30,71765.56,71785.49,71659.07,71683.09,0
2024-02-01 09:15:00+05:30,71998.78,72031.57,71618.51,71996.74,0
2024-02-01 10:15:00+05:30,71994.51,72151.02,71899.78,72014.83,0
2024-02-01 11:15:00+05:30,72016.75,72018.36,71586.2,71825.08,0
2024-02-01 12:15:00+05:30,71823.22,71894.81,71688.73,71758.91,0
2024-02-01 13:15:00+05:30,71754.31,71786.2,71586.63,71731.61,0
2024-02-01 14:15:00+05:30,71732.97,71777.92,71600.96,71618.75,0
2024-02-01 15:15:00+05:30,71614.5,71682.4,71576.16,71636.74,0
2024-02-02 09:15:00+05:30,71977.56,72539.11,71977.56,72418.5,0
2024-02-02 10:15:00+05:30,72419.79,72673.78,72343.36,72616.48,0
2024-02-02 11:15:00+05:30,72613.1,73088.33,72613.1,72831.46,0
2024-02-02 12:15:00+05:30,72831.12,72850.42,72070.14,72080.39,0
2024-02-02 13:15:00+05:30,72078.81,72236.41,71948.83,72192.33,0
2024-02-02 14:15:00+05:30,72192.82,72240.63,71983.34,72074.22,0
2024-02-02 15:15:00+05:30,72072.99,72100.99,71996.75,72077.01,0
2024-02-05 09:15:00+05:30,72269.12,72381.32,71976.92,72248.26,0
2024-02-05 10:15:00+05:30,72246.18,72290.06,71997.14,72188.28,0
2024-02-05 11:15:00+05:30,72189.45,72267.86,72131.98,72205.35,0
2024-02-05 12:15:00+05:30,72211.35,72327.38,72128.74,72264.43,0
2024-02-05 13:15:00+05:30,72268.53,72319.07,72049.57,72169.67,0
2024-02-05 14:15:00+05:30,72172.55,72183.7,71602.14,71742.88,0
2024-02-05 15:15:00+05:30,71746.19,71753.88,71678.2,71708.78,0
2024-02-06 09:15:00+05:30,71970.82,72089.87,71626.88,72013.67,0
2024-02-06 10:15:00+05:30,72011.88,72044.45,71735.18,71955.77,0
2024-02-06 11:15:00+05:30,71955.97,72128.21,71926.43,72125.17,0
2024-02-06 12:15:00+05:30,72126.55,72188.27,72049.34,72146.62,0
2024-02-06 13:15:00+05:30,72146.76,72216.66,72058.99,72142.85,0
2024-02-06 14:15:00+05:30,72142.38,72261.4,72081.14,72148.71,0
2024-02-06 15:15:00+05:30,72149.13,72254.72,72129.56,72221.78,0
2024-02-07 09:15:00+05:30,72548.5,72559.21,72277.56,72414.67,0
2024-02-07 10:15:00+05:30,72416.44,72460.15,72157.37,72250.59,0
2024-02-07 11:15:00+05:30,72251.2,72263.09,71939.07,72002.28,0
2024-02-07 12:15:00+05:30,72004.04,72131.12,71984.77,72062.65,0
2024-02-07 13:15:00+05:30,72059.09,72289.31,72005.47,72255.86,0
2024-02-07 14:15:00+05:30,72257.24,72321.69,72079.57,72160.04,0
2024-02-07 15:15:00+05:30,72157.8,72236.3,72110.54,72210.22,0
2024-02-08 09:15:00+05:30,72473.42,72473.42,72100.95,72154.9,0
2024-02-08 10:15:00+05:30,72154.14,72251.92,71405.99,71489.26,0
2024-02-08 11:15:00+05:30,71484.81,71709.5,71456.36,71686.16,0
2024-02-08 12:15:00+05:30,71687.11,71711.0,71561.94,71683.29,0
2024-02-08 13:15:00+05:30,71685.17,71710.61,71414.62,71418.93,0
2024-02-08 14:15:00+05:30,71417.32,71480.71,71230.62,71412.36,0
2024-02-08 15:15:00+05:30,71414.19,71568.22,71384.02,71568.22,0
2024-02-09 09:15:00+05:30,71410.29,71640.44,71201.71,71585.73,0
2024-02-09 10:15:00+05:30,71584.67,71584.67,71236.62,71396.57,0
2024-02-09 11:15:00+05:30,71395.91,71563.92,71275.9,71495.3,0
